name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
brazil,2020-01-01,24.7,19.1,21.5,24.7,19.1,21.5,17.9,80.9,17,100,4.17,rain,0,0,33.8,11.5,327.1,1012.3,62,10.6,255.5,22.1,9,,2020-01-01T05:43:43,2020-01-01T18:46:26,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-02,26.6,18.2,22.2,26.6,18.2,22.2,18.3,79.9,0,0,0,,0,0,35.3,13.4,316,1012.3,72.1,10.4,190,16.4,8,,2020-01-02T05:44:18,2020-01-02T18:46:47,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-03,27.6,18.7,21.8,28.5,18.7,21.8,18.4,82.3,4,100,4.17,rain,0,0,40,14.5,314,1012.7,77.4,10.9,234.6,20.4,8,,2020-01-03T05:44:54,2020-01-03T18:47:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-04,25.1,19.2,20.6,25.1,19.2,20.6,18.7,89.3,8,100,8.33,rain,0,0,42.5,22.3,325.8,1012.6,73.8,8.8,158.9,13.8,6,,2020-01-04T05:45:29,2020-01-04T18:47:26,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-05,22.1,17.7,19.2,22.1,17.7,19.2,18.2,93.9,44,100,16.67,rain,0,0,34.9,12.6,329.6,1013,70,7,116.3,10.1,4,,2020-01-05T05:46:05,2020-01-05T18:47:44,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-06,25.1,18.7,21.2,25.1,18.7,21.2,18.1,83.4,0,0,0,,0,0,43.6,19.5,314.4,1013.5,73.7,10.7,169,14.6,6,,2020-01-06T05:46:41,2020-01-06T18:48:01,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-07,26.7,19.1,22.5,27.7,19.1,22.5,18.5,79.1,2,100,4.17,rain,0,0,32,15.9,328.7,1014.1,72.9,10.7,260.5,22.4,8,,2020-01-07T05:47:17,2020-01-07T18:48:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-08,26.6,19.7,22.9,26.6,19.7,22.9,18.9,79.5,2,100,4.17,rain,0,0,29.5,11.5,313.5,1014.2,61.2,10.9,188.9,16.2,7,,2020-01-08T05:47:53,2020-01-08T18:48:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-09,26.1,18.2,21.3,26.1,18.2,21.3,18.8,86.3,27,100,8.33,rain,0,0,27,20.9,290.7,1015.4,60.8,10.4,247,21.4,9,,2020-01-09T05:48:29,2020-01-09T18:48:46,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-10,29.2,18.2,23.6,29.9,18.2,23.8,18.3,74.4,0,0,0,,0,0,26.6,11.5,104.2,1013.6,49.6,10.9,283.1,24.6,9,,2020-01-10T05:49:05,2020-01-10T18:48:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-11,29.6,18.7,25.1,30.1,18.7,25.1,16.7,63.5,0,0,0,,0,0,27.4,14.8,76.3,1012.9,49.3,10.7,334.5,29,10,,2020-01-11T05:49:42,2020-01-11T18:49:11,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-12,30.6,17.6,24.5,29.3,17.6,24.2,14.6,58.2,0,0,0,,0,0,18.4,10.4,55.5,1013.5,27.4,10.9,328.6,28.4,10,,2020-01-12T05:50:18,2020-01-12T18:49:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86736099999,86716099999"
brazil,2020-01-13,32,18.2,25.2,31,18.2,24.9,15.1,57.5,0,0,0,,0,0,21.6,16.6,86.4,1013.8,45.1,10.9,288.8,24.9,9,,2020-01-13T05:50:54,2020-01-13T18:49:31,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-14,30.7,20.2,25.4,29.6,20.2,25.3,16.2,59.8,0,0,0,,0,0,24.1,12.3,117.3,1012.8,44.3,10.9,291.5,25.1,10,,2020-01-14T05:51:30,2020-01-14T18:49:39,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-15,30.2,19.1,25,30.2,19.1,25,16,59.8,0,0,0,,0,0,28.1,13.8,84.2,1012.2,41.1,10.9,303,26.2,10,,2020-01-15T05:52:06,2020-01-15T18:49:46,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-16,30.7,20.6,25.3,30.5,20.6,25.3,16.4,59.9,0,0,0,,0,0,25.9,12.7,100.4,1014.2,38.9,10.9,314.5,27,10,,2020-01-16T05:52:42,2020-01-16T18:49:52,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-17,28.7,19.6,24.1,29.4,19.6,24.3,17.1,66.4,0,0,0,,0,0,27,14.4,129.4,1015.1,58.7,10.7,251.7,21.8,9,,2020-01-17T05:53:18,2020-01-17T18:49:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-18,26.1,18.7,22.2,26.1,18.7,22.2,18.4,79.5,0,0,0,,0,0,33.5,17.3,123.5,1016.1,50.7,10.9,280.6,24.2,9,,2020-01-18T05:53:53,2020-01-18T18:50:00,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-19,30.1,18.2,23.8,30,18.2,23.9,17.8,71.8,0,0,0,,0,0,27.7,13.7,58.4,1013.7,50.5,10.9,281.2,23.9,9,,2020-01-19T05:54:28,2020-01-19T18:50:03,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-20,28.2,19.6,23.6,29.4,19.6,23.8,19,76.7,16,100,8.33,rain,0,0,33.1,12.7,302.9,1012.3,66.9,10.9,239,20.7,9,,2020-01-20T05:55:03,2020-01-20T18:50:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-21,26.7,19.7,22.1,26.7,19.7,22.1,19.1,83.7,2,100,4.17,rain,0,0,40.7,16.7,301.7,1010.7,64.7,10.9,176.5,15.4,7,,2020-01-21T05:55:38,2020-01-21T18:50:04,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-22,22.7,19.6,20.6,22.7,19.6,20.6,18.7,89.1,0,0,0,,0,0,39.6,16.3,325.3,1010.8,71.1,10.9,114.8,9.9,5,,2020-01-22T05:56:12,2020-01-22T18:50:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-23,24.6,18.7,21,24.6,18.7,21,19.1,88.8,5,100,12.5,rain,0,0,42.5,19.7,320.4,1010.3,84,10.3,105,9,5,,2020-01-23T05:56:46,2020-01-23T18:50:01,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-24,23.1,19.1,20.5,23.1,19.1,20.5,19.1,91.5,8,100,8.33,rain,0,0,64.8,29,322.4,1010.3,83.1,9.1,146,12.5,8,,2020-01-24T05:57:19,2020-01-24T18:49:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-25,23.9,19.2,21,23.9,19.2,21,19.5,91.6,23,100,16.67,rain,0,0,49,23.7,315.4,1014.2,82.6,6.3,43.9,3.8,2,,2020-01-25T05:57:52,2020-01-25T18:49:53,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-26,26,18.7,20.6,26,18.7,20.6,19.1,91.7,37,100,16.67,rain,0,0,37.1,14.1,322.3,1014.1,79.1,7.9,127.5,11.1,4,,2020-01-26T05:58:25,2020-01-26T18:49:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-27,26.6,18.7,21.7,26.6,18.7,21.7,19.2,86,8,100,4.17,rain,0,0,36,23.6,328.2,1015,67.6,10.8,198.4,17.2,7,,2020-01-27T05:58:58,2020-01-27T18:49:40,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-28,27,18.7,21.5,28.5,18.7,21.7,18.6,84.4,2,100,8.33,rain,0,0,35.3,21.9,324.1,1016.1,75.3,10.7,233.4,20.2,8,,2020-01-28T05:59:29,2020-01-28T18:49:32,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-29,27.1,18.2,23.1,27.8,18.2,23.2,17.9,74.1,0,0,0,,0,0,23.4,15.1,8,1016.3,58.2,10.7,174.5,15,6,,2020-01-29T06:00:01,2020-01-29T18:49:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-01-30,29.7,18.7,22.8,29.9,18.7,22.9,17.6,74.7,0,0,0,,0,0,24.1,10.1,107.8,1016.2,68.6,10.9,287.6,25,9,,2020-01-30T06:00:32,2020-01-30T18:49:12,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86736099999,86716099999"
brazil,2020-01-31,30.2,19.2,24.6,30.2,19.2,24.6,16.9,65.2,0,0,0,,0,0,23.8,12.6,101.7,1015.3,53.6,10.9,291.1,25.2,10,,2020-01-31T06:01:02,2020-01-31T18:49:00,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-01,29.7,17.7,24.2,29.1,17.7,24.1,16.2,64.7,0,0,0,,0,0,20.9,11.2,63,1015.6,44.3,10.9,293.5,25.4,9,,2020-02-01T06:01:32,2020-02-01T18:48:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-02,29.2,19.2,24.4,29.3,19.2,24.5,17.2,66.6,0,0,0,,0,0,24.1,14.5,116.8,1014.2,65.8,10.9,280.8,24.1,9,,2020-02-02T06:02:02,2020-02-02T18:48:33,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-03,30.1,18.1,23.7,30,18.1,23.7,17.3,70.1,0,0,0,,0,0,20.9,13,79.5,1014,51,10.9,302.7,26,10,,2020-02-03T06:02:31,2020-02-03T18:48:18,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-04,27.9,18.7,22.1,29.5,18.7,22.3,18,78.4,6,100,4.17,rain,0,0,55.4,23.1,322.1,1016.4,67.2,10.7,250.9,21.5,10,,2020-02-04T06:02:59,2020-02-04T18:48:02,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-05,28.2,18.1,22.4,28.5,18.1,22.5,17.4,75.2,1,100,4.17,rain,0,0,21.2,12.8,347.8,1015,66.3,10.2,174.6,15,7,,2020-02-05T06:03:27,2020-02-05T18:47:45,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-06,25,18.6,21,25,18.6,21,19,88.9,9,100,12.5,rain,0,0,25.9,20,14,1016.4,70.4,9.9,148.5,12.6,6,,2020-02-06T06:03:54,2020-02-06T18:47:27,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-07,23.9,16.7,19.1,23.9,16.7,19.1,17.6,91,17,100,16.67,rain,0,0,31.3,21.2,16.3,1014.2,83.2,8.8,79.1,6.8,3,,2020-02-07T06:04:21,2020-02-07T18:47:08,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-08,22,17.7,18.8,22,17.7,18.8,17.7,93.7,3,100,8.33,rain,0,0,35.3,19.1,18.8,1015,87,9.4,65.4,5.8,2,,2020-02-08T06:04:47,2020-02-08T18:46:47,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-09,23,16.7,19.7,23,16.7,19.7,17.4,87,0,0,0,,0,0,45.7,24.5,352.1,1017.6,81.4,10.2,125.9,10.7,7,,2020-02-09T06:05:13,2020-02-09T18:46:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-10,28.2,17.7,21.5,28.2,17.7,21.6,17.2,78.6,1,100,4.17,rain,0,0,43.2,19.1,335.5,1017.7,59.3,10.9,237.3,20.4,9,,2020-02-10T06:05:38,2020-02-10T18:46:03,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-11,27.7,18.7,22.5,28.5,18.7,22.6,18.3,78.4,0,0,0,,0,0,21.2,14.4,134.4,1016,64.2,10.9,297.4,25.6,10,,2020-02-11T06:06:03,2020-02-11T18:45:40,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-12,25.6,18.7,21.8,25.6,18.7,21.8,18.5,82.6,5,100,4.17,rain,0,0,24.5,14.1,65.7,1014.7,52.5,10.9,197.6,17.1,8,,2020-02-12T06:06:27,2020-02-12T18:45:15,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-13,27.2,18.7,21.9,28,18.7,22,18.3,81.5,17,100,8.33,rain,0,0,24.5,16.2,6.9,1014.7,66.2,10.8,232.3,20.2,9,,2020-02-13T06:06:50,2020-02-13T18:44:50,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-14,27.6,18.7,22.2,28.3,18.7,22.2,18.6,80.9,0,0,0,,0,0,22.7,12.9,325.3,1014.6,64.7,10.9,246.9,21.4,10,,2020-02-14T06:07:13,2020-02-14T18:44:24,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-15,27.2,17.2,21.8,28,17.2,21.9,18.1,80.5,0,0,0,,0,0,27.4,10.9,15.9,1014.3,53.1,10.9,272.1,23.3,10,,2020-02-15T06:07:35,2020-02-15T18:43:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-16,27.7,18.7,23,28.6,18.7,23.1,18.5,77.2,7,100,4.17,rain,0,0,20.2,11.9,46.1,1014.1,64.6,10.8,229.4,19.9,8,,2020-02-16T06:07:57,2020-02-16T18:43:28,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"86715099999,SBBR,83378099999,86736099999,86716099999"
brazil,2020-02-17,28.6,19.7,23.5,28.6,19.7,23.5,17.9,72.6,0,0,0,,0,0,30.2,15.2,55.5,1013.7,54.4,10.8,232.3,20,8,,2020-02-17T06:08:18,2020-02-17T18:42:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-18,27.1,19.7,23.7,27.4,19.7,23.8,16.9,67.3,0,0,0,,0,0,30.6,14.4,78.5,1013.9,56.8,10.9,275.8,24,9,,2020-02-18T06:08:38,2020-02-18T18:42:30,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-19,28.1,19.7,23,29,19.7,23,18,74.8,0,0,0,,0,0,27,15.6,67.2,1012.4,70.5,10.7,272.1,23.8,10,,2020-02-19T06:08:58,2020-02-19T18:41:59,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-20,27.6,19.2,22.3,28.1,19.2,22.4,18.4,79.6,0,0,0,,0,0,30.6,14.8,353.9,1012.7,55.6,10.9,281.1,24.3,10,,2020-02-20T06:09:18,2020-02-20T18:41:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-21,28.5,16.7,22.4,29.2,16.7,22.5,18,77.3,6,100,8.33,rain,0,0,28.1,17,323.8,1013.9,65.1,10.9,242.3,21.2,8,,2020-02-21T06:09:37,2020-02-21T18:40:55,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-22,26.7,18.7,22.5,26.7,18.7,22.5,18.4,78.4,16,100,4.17,rain,0,0,26.6,8.6,256.8,1015,56.8,10.6,262.4,22.6,8,,2020-02-22T06:09:55,2020-02-22T18:40:22,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-23,26.2,19.1,21.7,26.2,19.1,21.7,18.5,82.6,0,0,0,,0,0,19.8,13.7,104.4,1015.7,60,10.9,241.7,20.8,9,,2020-02-23T06:10:13,2020-02-23T18:39:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-24,25.2,18.7,20.8,25.2,18.7,20.8,18.7,88.6,6,100,8.33,rain,0,0,21.2,10.8,327,1016,61.4,10,175,15,7,,2020-02-24T06:10:30,2020-02-24T18:39:14,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-25,25.7,19.1,21.5,25.7,19.1,21.5,18.5,84.3,0,0,0,,0,0,27,12.9,87,1015.3,61.4,10.7,219.1,19,9,,2020-02-25T06:10:47,2020-02-25T18:38:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-26,25.7,19.1,21.3,25.7,19.1,21.3,18.8,86,0,0,0,,0,0,29.5,18.8,326.3,1014.6,57.1,10.9,232.1,20.1,9,,2020-02-26T06:11:04,2020-02-26T18:38:03,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-27,30,17.6,23.1,30.8,17.6,23.3,17.8,74.2,0,0,0,,0,0,32.8,23.3,327,1013.1,42,10.9,290,25.1,10,,2020-02-27T06:11:20,2020-02-27T18:37:26,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-28,26.1,18.7,21.3,26.1,18.7,21.3,19,87.1,10,100,4.17,rain,0,0,29.9,17,309.1,1015.6,64.3,10.7,234.7,20.2,9,,2020-02-28T06:11:35,2020-02-28T18:36:49,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-02-29,23.6,17.2,20.5,23.6,17.2,20.5,18.4,88.2,1,100,4.17,rain,0,0,24.1,11.6,122.8,1017.3,74.2,10.6,153.2,13.2,7,,2020-02-29T06:11:50,2020-02-29T18:36:11,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-01,26.2,17.6,21.5,26.2,17.6,21.5,18.4,83.6,1,100,4.17,rain,0,0,25.2,14.5,324.2,1015.4,61.9,10.9,208.3,18,9,,2020-03-01T06:12:05,2020-03-01T18:35:33,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"86715099999,SBBR,83378099999,86736099999,86716099999"
brazil,2020-03-02,26.2,18.2,21.4,26.2,18.2,21.4,18.8,86.1,57,100,8.33,rain,0,0,35.3,13.7,314.5,1013.5,71.8,8.5,147.9,12.8,6,,2020-03-02T06:12:19,2020-03-02T18:34:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-03,26.7,18.2,21.9,26.7,18.2,21.9,18.3,81.4,5,100,4.17,rain,0,0,27.7,15.5,347.8,1013.4,70.2,10.3,213.6,18.3,7,,2020-03-03T06:12:33,2020-03-03T18:34:14,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-04,26.7,18.1,22.4,26.7,18.1,22.4,18.3,78.8,0,0,0,,0,0,29.2,12.7,313.9,1014.6,64.8,10.9,190.1,16.3,7,,2020-03-04T06:12:46,2020-03-04T18:33:34,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-05,25.6,19.6,21.3,25.6,19.6,21.3,18.7,86,0,0,0,,0,0,23.8,12.2,336.9,1015.4,68.3,10.8,192.3,16.6,7,,2020-03-05T06:12:59,2020-03-05T18:32:54,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-06,21.1,18.1,19.2,21.1,18.1,19.2,18,92.4,23,100,12.5,rain,0,0,24.1,11.9,344.6,1015.9,72.9,8.3,65.3,5.8,2,,2020-03-06T06:13:11,2020-03-06T18:32:13,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-07,26,18.2,21.2,26,18.2,21.2,18.9,87.3,1,100,4.17,rain,0,0,18,14.4,318.9,1014.5,74.8,10.6,125.9,10.9,5,,2020-03-07T06:13:24,2020-03-07T18:31:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-08,26.2,18.2,22.1,26.2,18.2,22.1,18.3,80.9,1,100,4.17,rain,0,0,19.4,12.8,113.7,1013.6,70.2,10.3,215.6,18.9,9,,2020-03-08T06:13:36,2020-03-08T18:30:50,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-09,25.6,19.1,22.1,25.6,19.1,22.1,18.1,78.9,0,0,0,,0,0,21.6,10.8,102.6,1014.9,67.4,11.1,239.1,20.5,8,,2020-03-09T06:13:47,2020-03-09T18:30:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-10,27.2,19.7,22.9,28,19.7,23,18,75.1,0,0,0,,0,0,29.5,14.8,102.6,1014.4,77.1,10.9,262.4,22.7,10,,2020-03-10T06:13:58,2020-03-10T18:29:26,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-11,27.2,19.6,22.5,27.7,19.6,22.5,17.9,76.8,0,0,0,,0,0,35.6,14.5,70.2,1013.4,58.4,10.7,280.7,24.3,10,,2020-03-11T06:14:09,2020-03-11T18:28:43,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-12,28,19.7,22.4,29.6,19.7,22.6,18.6,79.7,0,0,0,,0,0,34.2,17.9,60.1,1015.2,69.1,10.7,236.7,20.4,9,,2020-03-12T06:14:20,2020-03-12T18:28:00,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-13,26.7,19.6,22.7,27.4,19.6,22.7,17.6,74.2,0.1,100,4.17,rain,0,0,31.3,16.6,95.3,1014.5,60.8,10.7,253,21.9,10,,2020-03-13T06:14:30,2020-03-13T18:27:16,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-14,27.1,20.1,23,27.8,20.1,23.1,17.4,71.6,0,0,0,,0,0,43.6,14.1,80.6,1014.8,68.4,10.5,262.3,22.6,9,,2020-03-14T06:14:41,2020-03-14T18:26:33,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-15,27.1,19.2,22.6,27.3,19.2,22.6,16.4,69.5,0,0,0,,0,0,37.8,16.6,80.6,1015.4,66.9,10.9,266.3,23,9,,2020-03-15T06:14:51,2020-03-15T18:25:49,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2020-03-16,27.1,15.6,21.6,27.1,15.6,21.6,14.9,68.1,0,0,0,,0,0,24.5,12.3,66.1,1015.9,51.5,10.7,289.6,24.9,10,,2020-03-16T06:15:00,2020-03-16T18:25:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
