name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
brazil,2022-07-13,27,13.5,20.3,26.3,13.5,20.2,7.5,45.9,0,0,0,,0,0,28.1,13,100.8,1020.7,46.3,10.9,228.3,19.8,8,10,2022-07-13T06:39:45,2022-07-13T17:55:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-14,25.7,12,19.2,25.7,12,19.2,9.2,54.8,0,0,0,,0,0,41.4,16.6,74.2,1019.1,64.4,10.9,223.4,19.2,8,10,2022-07-14T06:39:40,2022-07-14T17:55:45,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-15,26,11.6,19.6,26,11.6,19.6,9.2,53.8,0,0,0,,0,0,32.8,11.8,89,1018.2,44.8,10.7,208,18,7,10,2022-07-15T06:39:35,2022-07-15T17:56:03,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-16,27.7,13,20.6,26.7,13,20.5,8.1,47.4,0,0,0,,0,0,27,10.9,92,1017.2,54.9,11.4,214.4,18.6,7,10,2022-07-16T06:39:28,2022-07-16T17:56:21,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-17,26.7,12.1,19.8,26.7,12.1,19.8,8,49.6,0,0,0,,0,0,34.9,14.1,110.9,1019.9,45.2,11.4,227,19.7,8,10,2022-07-17T06:39:20,2022-07-17T17:56:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-18,25.1,15,20,25.1,15,20,7.5,46.2,0,0,0,,0,0,47.5,23.1,95.5,1020.2,6.9,10.7,237.5,20.5,8,10,2022-07-18T06:39:11,2022-07-18T17:56:58,0.66,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-19,24.7,15.2,19.6,24.7,15.2,19.6,10.3,56.6,0,0,0,,0,0,45,19.7,109.2,1020.4,25.1,11.4,216.8,18.7,8,10,2022-07-19T06:39:02,2022-07-19T17:57:16,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"86715099999,83379099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-20,25.8,11.7,19.1,25.8,11.7,19.1,9.6,56.7,0,0,0,,0,0,44.6,24.1,119,1021.3,8.7,11.1,235.6,20.4,8,10,2022-07-20T06:38:51,2022-07-20T17:57:34,0.75,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-21,25.8,12,19.2,25.8,12,19.2,9.8,56.9,0,0,0,,0,0,32.8,25.7,85.5,1019.3,26.5,10.9,234.3,20.4,8,10,2022-07-21T06:38:39,2022-07-21T17:57:51,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"86715099999,83379099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-22,26,13,19.6,26,13,19.6,8.5,51,0,0,0,,0,0,36,16.2,98.9,1019,16.6,11.1,236.7,20.5,8,10,2022-07-22T06:38:27,2022-07-22T17:58:09,0.8,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-23,26,11.1,18.8,26,11.1,18.8,8.2,52.9,0,0,0,,0,0,34.6,16.3,99,1019.8,8.8,10.9,237.2,20.5,8,10,2022-07-23T06:38:13,2022-07-23T17:58:26,0.83,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-24,26,12.1,20.2,26,12.1,20.2,8.6,49.3,0,0,0,,0,0,35.6,17.6,84.2,1018.7,6.8,10.9,239.3,20.5,8,10,2022-07-24T06:37:59,2022-07-24T17:58:43,0.86,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-25,26,12.1,20,26,12.1,20,10,54.4,0,0,0,,0,0,36.7,18.2,101,1019.9,5.8,10.9,239.1,20.5,8,10,2022-07-25T06:37:43,2022-07-25T17:59:00,0.9,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-26,25.2,13.5,19.2,25.2,13.5,19.2,8.4,52.5,0,0,0,,0,0,38.2,15.2,93.8,1020.2,0,10.9,244.8,21.1,9,10,2022-07-26T06:37:27,2022-07-26T17:59:17,0.93,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-27,23.7,14,18.6,23.7,14,18.6,8.2,52.1,0,0,0,,0,0,38.2,16.6,92.8,1019.8,1.3,10.9,244.6,21.1,9,10,2022-07-27T06:37:10,2022-07-27T17:59:34,0.96,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-28,26.1,13.5,19.4,26.1,13.5,19.4,7.6,48.8,0,0,0,,0,0,24.1,12.2,79.3,1017.3,1.9,10.9,246.7,21.2,9,10,2022-07-28T06:36:51,2022-07-28T17:59:50,0,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-07-29,27.6,12.6,19.6,26.6,12.6,19.5,5.4,43.2,0,0,0,,0,0,37.1,10.1,285.8,1017.1,31.2,10.5,244.1,21.1,9,10,2022-07-29T06:36:32,2022-07-29T18:00:06,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-30,27.6,13.6,20.6,26.6,13.6,20.5,5.5,39.6,0,0,0,,0,0,12.2,9.7,259.7,1016.1,9.9,11.4,245.1,21.2,9,10,2022-07-30T06:36:12,2022-07-30T18:00:21,0.07,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83377099999,83378099999,86716099999,86736099999"
brazil,2022-07-31,28.2,13.6,21.3,26.9,13.6,21.1,6.7,42.3,0,0,0,,0,0,21.6,16.2,102.2,1017.2,16.7,11.1,245.8,21.2,9,10,2022-07-31T06:35:50,2022-07-31T18:00:37,0.1,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-01,28.9,13.6,21.5,27.6,13.6,21.3,6.9,41.8,0,0,0,,0,0,27.7,14.6,69.9,1017,14.9,10.7,246.4,21.2,9,10,2022-08-01T06:35:28,2022-08-01T18:00:52,0.14,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-02,28.1,17.6,22.5,27.1,17.6,22.4,8.7,42.9,0,0,0,,0,0,37.1,16.6,92.7,1016.5,20.4,10.5,245.5,21.2,9,10,2022-08-02T06:35:05,2022-08-02T18:01:07,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-03,26.7,17.6,22.2,26.7,17.6,22.2,7.9,41.3,0,0,0,,0,0,35.3,14.4,89.4,1016.3,30.7,10.9,245,21.2,9,10,2022-08-03T06:34:41,2022-08-03T18:01:21,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-04,27.1,16.6,21.3,26.7,16.6,21.3,7,41.4,0,0,0,,0,0,28.1,14.7,95.4,1016.1,2.9,10.7,251.9,21.9,9,10,2022-08-04T06:34:17,2022-08-04T18:01:35,0.24,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-05,28.2,12.7,20.6,26.9,12.7,20.4,6.6,43.7,0,0,0,,0,0,16.6,10.5,108.7,1016.2,23.4,10.9,249,21.4,9,10,2022-08-05T06:33:51,2022-08-05T18:01:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-06,29.6,14.5,22.1,27.8,14.5,21.7,4.6,35.2,0,0,0,,0,0,24.5,14.4,110.9,1015.2,11.7,10.9,253.2,21.9,9,10,2022-08-06T06:33:24,2022-08-06T18:02:03,0.31,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-07,30.2,14.6,22.8,28.3,14.6,22.4,5.4,34.4,0,0,0,,0,0,26.6,11.5,51.7,1015,46.3,10.7,241.4,20.9,9,10,2022-08-07T06:32:57,2022-08-07T18:02:16,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-08,29.7,17.1,23.5,28,17.1,23.1,7.8,38.7,0,0,0,,0,0,28.8,11.5,244.5,1014.9,44,10.9,234.9,20.5,8,10,2022-08-08T06:32:29,2022-08-08T18:02:29,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86736099999,86716099999"
brazil,2022-08-09,30,16,22.2,28.5,16,21.9,10,49,0,0,0,,0,0,32,12.5,93.9,1017.1,44.2,10.7,246,21.2,8,10,2022-08-09T06:32:00,2022-08-09T18:02:41,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-10,28,14.7,20.8,27.4,14.7,20.7,11.8,58.2,0,0,0,,0,0,41.8,18.4,231.8,1018.4,56.2,10.7,196.7,17,8,10,2022-08-10T06:31:30,2022-08-10T18:02:53,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-11,26.1,10.2,16.9,26.1,10.2,16.9,5,48.1,0,0,0,,0,0,25.2,12.9,157.4,1019.2,85.5,10.9,232.5,20,8,10,2022-08-11T06:30:59,2022-08-11T18:03:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-12,27.7,12.2,19.8,26.7,12.2,19.6,5.3,40.9,0,0,0,,0,0,26.3,12.6,100.5,1019.4,84.3,10.9,244.3,21.1,8,10,2022-08-12T06:30:27,2022-08-12T18:03:17,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-13,27.2,13.7,21,26.7,13.7,20.9,9.2,48.6,0,0,0,,0,0,38.2,16.6,102.5,1020.1,39.3,10.9,258.8,22.3,9,10,2022-08-13T06:29:55,2022-08-13T18:03:28,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86736099999,86716099999"
brazil,2022-08-14,26.7,16.6,21.2,26.7,16.6,21.2,8.8,47.5,0,0,0,,0,0,38.5,16.6,91.5,1018.9,1,10.9,263.9,22.8,9,10,2022-08-14T06:29:22,2022-08-14T18:03:39,0.58,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-15,27.6,14.6,21,26.7,14.6,20.9,6.3,40.5,0,0,0,,0,0,39.6,13.6,80,1016.8,3.4,11.1,266.3,23,9,10,2022-08-15T06:28:48,2022-08-15T18:03:49,0.62,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-16,27.8,16.1,21.7,26.8,16.1,21.6,7.1,40.7,0,0,0,,0,0,31.3,12.6,59.3,1016.9,58.6,10.9,261.2,22.6,9,10,2022-08-16T06:28:13,2022-08-16T18:04:00,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-17,29.1,14.6,23,27.5,14.6,22.7,6.1,35.7,0,0,0,,0,0,42.5,15.8,37.4,1014.9,12.9,10.9,266.9,23.1,9,10,2022-08-17T06:27:38,2022-08-17T18:04:09,0.68,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-18,29.2,14.7,22.9,27.7,14.7,22.5,6.3,35.7,0,0,0,,0,0,29.2,12.2,21.8,1015.2,1.7,10.9,269.7,23.4,9,10,2022-08-18T06:27:02,2022-08-18T18:04:19,0.71,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-19,27.7,16.1,21.7,26.8,16.1,21.5,9.9,49.9,0,0,0,,0,0,27.7,15,168.5,1018.5,27.7,10.9,265.8,23.1,9,10,2022-08-19T06:26:25,2022-08-19T18:04:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-20,25.2,15.7,20,25.2,15.7,20,9,51.1,0,0,0,,0,0,55.4,22.5,104.4,1019.9,23.6,10.9,269.7,23.3,9,10,2022-08-20T06:25:48,2022-08-20T18:04:37,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-21,25.2,13.7,19.2,25.2,13.7,19.2,7.8,50.8,0,0,0,,0,0,49,23.8,91.2,1021.2,32.6,10.9,272.3,23.7,9,10,2022-08-21T06:25:10,2022-08-21T18:04:46,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86736099999,86716099999"
brazil,2022-08-22,24.2,14.1,19.2,24.2,14.1,19.2,7.5,48.7,0,0,0,,0,0,50,20.2,95.3,1020.2,36,10.9,275.7,23.9,9,10,2022-08-22T06:24:31,2022-08-22T18:04:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-23,25.7,14.6,19.6,25.7,14.6,19.6,6.8,45.3,0,0,0,,0,0,40,18,92.7,1020,21.8,10.9,274.9,23.9,9,10,2022-08-23T06:23:52,2022-08-23T18:05:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-24,25.7,16,20.5,25.7,16,20.5,6.5,41.6,0,0,0,,0,0,37.4,14.8,107.2,1019.9,48.5,10.9,272.2,23.6,9,10,2022-08-24T06:23:12,2022-08-24T18:05:10,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-25,26.6,16.1,21,26.6,16.1,21,6,38.8,0,0,0,,0,0,36,15.9,103.2,1019.2,26.8,10.9,275.5,24,9,10,2022-08-25T06:22:32,2022-08-25T18:05:18,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-26,27.5,16.5,21.3,26.5,16.5,21.2,7,41,0,0,0,,0,0,36.7,14.4,113.5,1018.5,48.7,10.9,274.7,23.9,9,10,2022-08-26T06:21:51,2022-08-26T18:05:25,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-27,26.7,15.5,21.6,26.7,15.5,21.6,7.5,41.6,0,0,0,,0,0,35.6,18,92.4,1017.1,20,10.9,278.9,24.1,9,10,2022-08-27T06:21:10,2022-08-27T18:05:33,0,Clear,Partly cloudy throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-28,28.2,13.2,22,26.9,13.2,21.8,6.7,40.3,0,0,0,,0,0,35.3,13.3,113.7,1017.7,12.8,10.9,280.5,24.1,9,10,2022-08-28T06:20:28,2022-08-28T18:05:39,0.05,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86736099999,86716099999"
brazil,2022-08-29,29.2,14.1,22.3,27.6,14.1,21.9,5.8,37.4,0,0,0,,0,0,40.7,17.4,114.3,1017.1,8.5,10.7,283.2,24.5,10,10,2022-08-29T06:19:45,2022-08-29T18:05:46,0.08,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-30,27.1,17.5,21.9,26.7,17.5,21.9,7.6,40.7,0,0,0,,0,0,42.8,17.4,88.2,1018.4,36.7,10.9,282,24.3,10,10,2022-08-30T06:19:02,2022-08-30T18:05:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-08-31,24.7,13.7,19.4,24.7,13.7,19.4,9.6,55.2,0,0,0,,0,0,41.4,21.9,93.9,1019.9,17.1,10.9,281.5,24.2,10,10,2022-08-31T06:18:19,2022-08-31T18:05:59,0.15,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-01,25.1,12.7,18.9,25.1,12.7,18.9,5.5,43.6,0,0,0,,0,0,42.1,17.3,95.7,1018.7,0,10.9,290.5,24.9,10,10,2022-09-01T06:17:35,2022-09-01T18:06:05,0.19,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-02,26.7,14,20.2,26.7,14,20.2,5.4,39.4,0,0,0,,0,0,37.1,12.9,84.2,1018.4,0.2,10.9,293.8,25.3,10,10,2022-09-02T06:16:51,2022-09-02T18:06:11,0.22,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-03,29.1,12.5,22,27.4,12.5,21.7,2.3,32.1,0,0,0,,0,0,21.6,13.4,95,1017.6,0.2,10.9,296.1,25.4,10,10,2022-09-03T06:16:06,2022-09-03T18:06:16,0.25,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-04,30.6,14.6,23.5,28.6,14.6,22.8,2.1,26.1,0,0,0,,0,0,44.6,14.8,91.1,1016.6,9.9,10.7,292.6,25.2,10,10,2022-09-04T06:15:22,2022-09-04T18:06:22,0.29,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-05,29.6,16.1,23.8,27.9,16.1,23.4,3.4,27.7,0,0,0,,0,0,45.4,17.3,83.7,1017.9,30.4,10.9,294.6,25.4,10,10,2022-09-05T06:14:36,2022-09-05T18:06:27,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-06,27.6,17,22,26.9,17,22,10.3,48.5,0,0,0,,0,0,46.1,19.5,85.3,1019.9,44.6,10.9,281.5,24.4,9,10,2022-09-06T06:13:51,2022-09-06T18:06:32,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-07,26.2,17,21,26.2,17,21,10.2,51.3,0,0,0,,0,0,43.6,18.8,75,1018.6,54.6,10.9,289,24.9,10,10,2022-09-07T06:13:05,2022-09-07T18:06:37,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-08,28.6,16.5,22.6,27.3,16.5,22.4,7.3,39.4,0,0,0,,0,0,39.6,12.8,83.2,1016.3,9,10.5,296.2,25.3,10,10,2022-09-08T06:12:19,2022-09-08T18:06:43,0.44,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-09,29.1,14.2,22.7,27.5,14.2,22.4,6.1,37.1,0,0,0,,0,0,40.7,18,105.9,1017.2,2.7,10.9,298.9,25.7,10,10,2022-09-09T06:11:32,2022-09-09T18:06:47,0.47,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-10,30.1,14.6,23.3,28.2,14.6,22.7,3.5,30.3,0,0,0,,0,0,46.4,12.3,104.7,1017.1,3.6,10.9,304,26.4,10,10,2022-09-10T06:10:46,2022-09-10T18:06:52,0.5,Clear,Clear conditions throughout the day.,clear-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-11,32.2,15.1,25,29.9,15.1,24.2,2.5,25.5,0,0,0,,0,0,40.7,14.3,83.3,1014.6,63.5,10.9,299.8,25.8,10,10,2022-09-11T06:09:59,2022-09-11T18:06:57,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-12,31.7,18.1,25.8,29.5,18.1,24.9,2.2,22.8,0,0,0,,0,0,32.8,16.2,53.7,1012.7,24.2,10.9,301.5,26,10,10,2022-09-12T06:09:12,2022-09-12T18:07:02,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-13,32.7,19,26.6,30.3,19,25.7,1.8,21,0,0,0,,0,0,39.2,11.1,45.9,1011.5,15.8,10.9,303.9,26.4,10,10,2022-09-13T06:08:25,2022-09-13T18:07:07,0.6,Clear,Clear conditions throughout the day.,clear-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-14,32.6,15.8,25.5,30.2,15.8,24.7,2.8,24.8,0,0,0,,0,0,29.5,12.2,336.5,1013.4,21.4,9.7,303.8,26.3,10,10,2022-09-14T06:07:37,2022-09-14T18:07:11,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-15,30.2,19.2,24.4,28.8,19.2,24.1,10.9,44.2,0,0,0,,0,0,30.6,14.8,208,1014.5,22.7,9.9,296.4,25.6,10,10,2022-09-15T06:06:50,2022-09-15T18:07:16,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,83379099999,SBBR,83378099999,86716099999,86736099999"
brazil,2022-09-16,31.7,18.1,24.7,30,18.1,24.3,12.3,49.3,0,0,0,,0,0,38.2,12.7,157.6,1014,34.7,10.6,263.7,22.7,10,10,2022-09-16T06:06:02,2022-09-16T18:07:21,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"86715099999,SBBR,83378099999,86716099999,86736099999"
